"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","BF01_01","BF01_02","BF01_03","BF01_04","BF01_05","BF01_06","BF01_07","BF01_08","BF01_09","BF01_10","BF01_11","BF01_12","BF01_13","BF01_14","BF01_15","CP01_01","CP01_02","CP01_03","CP01_04","CP01_05","CP01_06","CP01_07","CP01_08","CP01_09","CP01_10","CP01_11","DD01_01","DD02","DD03","DD04","NA01_01","NA01_02","NA01_03","NA01_04","NA01_05","NA01_06","NA01_07","NA01_08","NA01_09","NA01_10","NA01_11","NA01_12","NA01_13","NA01_14","NA01_15","NA01_16","NA01_17","NA01_18","NP01_01","NP01_02","NP01_03","NP01_04","NP01_05","NP01_06","NP01_07","NP01_08","NP01_09","NP01_10","NP01_11","NP01_12","NP01_13","NP01_14","NP01_15","NP01_16","SE01_01","SE01_02","SE01_03","SE01_04","SE01_05","SE01_06","SE01_07","SE01_08","SE01_09","SE01_10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI"
"210",514,NA,NA,"NARQ","interview",2024-11-20 08:21:40,1,4,1,4,5,5,1,1,5,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,5,30,1,2,5,6,6,6,1,6,1,6,6,1,1,6,1,1,1,6,6,1,6,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,4,1,4,4,1,1,4,4,1,4,33,21,58,61,37,90,40,13,353,NA,2024-11-20 08:27:33,1,0,8,8,1,1,1.32
"211",519,NA,NA,"NARQ","interview",2024-11-20 08:55:32,3,4,2,3,2,4,4,3,2,2,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,2,3,4,3,4,2,5,3,4,4,2,2,4,1,1,1,5,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,97,101,NA,NA,NA,NA,245,NA,2024-11-20 08:59:37,0,0,4,4,0,0,0.87
"212",520,NA,NA,"NARQ","interview",2024-11-20 08:59:39,2,4,1,3,3,4,4,2,3,2,3,2,4,2,4,4,4,2,2,2,3,4,2,1,1,4,50,2,2,3,-9,2,2,2,5,5,5,3,5,3,6,3,4,1,4,4,2,5,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,3,1,3,3,1,1,3,2,2,3,8,18,62,75,1797,69,46,9,344,NA,2024-11-20 09:34:23,1,0,8,8,3,2,1.36
"213",522,NA,NA,"NARQ","interview",2024-11-20 09:09:18,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,5,NA,NA,NA,NA,NA,34,NA,2024-11-20 09:09:52,0,0,3,3,100,100,2.15
"214",528,NA,NA,"NARQ","interview",2024-11-20 09:24:11,4,4,1,5,5,4,3,1,4,1,2,5,5,4,4,2,2,2,2,5,3,4,3,1,1,5,32,1,2,3,2,2,3,1,4,3,6,5,1,1,3,1,1,1,3,2,1,5,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,4,3,-9,2,1,1,3,4,3,2,3,12,55,65,41,88,58,15,337,NA,2024-11-20 09:29:48,1,0,8,8,1,1,1.65
"215",531,NA,NA,"NARQ","interview",2024-11-20 09:52:51,4,3,4,3,5,2,2,5,3,2,3,2,3,3,2,3,2,1,2,1,1,2,2,1,2,5,21,1,2,1,5,2,3,1,4,1,2,5,1,2,4,1,1,1,5,3,3,3,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,3,3,3,3,3,2,3,3,4,3,37,34,159,195,102,205,96,22,850,NA,2024-11-20 10:07:01,1,0,8,8,0,0,0.59
"216",532,NA,NA,"NARQ","interview",2024-11-20 09:57:07,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,8,NA,2024-11-20 09:57:15,0,0,3,3,100,100,3
"217",534,NA,NA,"NARQ","interview",2024-11-20 10:05:25,2,3,4,2,4,3,5,3,2,1,5,1,3,2,5,3,3,5,2,3,3,4,4,2,3,2,33,2,2,2,3,3,3,4,4,6,4,3,6,5,5,4,3,2,3,2,1,4,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,3,1,3,3,1,2,3,1,1,3,16,25,130,89,43,85,40,24,452,NA,2024-11-20 10:12:57,1,0,8,8,0,0,1.07
"218",535,NA,NA,"NARQ","interview",2024-11-20 10:33:04,3,4,2,3,4,2,2,4,3,2,3,3,4,3,3,2,2,3,2,3,3,3,3,1,1,3,25,2,2,1,3,2,2,3,3,3,3,2,2,2,3,2,2,1,2,1,1,4,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,3,2,2,3,2,2,3,4,3,2,62,28,100,133,125,161,105,19,733,NA,2024-11-20 10:45:17,1,0,8,8,0,0,0.69
"219",538,NA,NA,"NARQ","interview",2024-11-20 10:55:11,5,3,4,4,5,3,2,5,5,1,2,2,4,4,4,4,4,4,5,5,5,4,4,4,4,4,25,2,2,3,2,5,5,4,2,5,2,5,5,6,5,4,6,2,3,2,5,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,3,3,2,4,-9,3,3,3,2,24,17,61,91,40,84,53,18,388,NA,2024-11-20 11:01:39,1,0,8,8,1,1,1.19
"220",544,NA,NA,"NARQ","interview",2024-11-20 13:19:25,2,4,1,5,5,3,4,4,4,2,3,3,5,2,4,1,1,3,4,4,3,4,5,1,2,4,22,1,2,3,4,4,4,2,5,3,3,2,2,1,5,2,2,1,3,2,1,3,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,3,3,3,3,3,2,4,4,3,3,2,22,83,94,33,77,40,14,365,NA,2024-11-20 13:25:30,1,0,8,8,0,0,1.55
"221",545,NA,NA,"NARQ","interview",2024-11-20 13:23:14,3,4,4,4,5,3,3,4,3,1,4,4,4,2,4,1,1,2,1,1,3,3,4,1,1,3,21,1,2,1,4,1,2,2,4,3,3,1,2,1,1,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,3,2,2,2,2,1,3,3,3,4,53,15,58,78,47,103,51,22,427,NA,2024-11-20 13:30:21,1,0,8,8,0,0,1.13
"222",546,NA,NA,"NARQ","interview",2024-11-20 13:23:28,4,4,2,3,2,5,2,4,4,5,3,4,5,3,3,4,4,3,3,3,4,3,4,2,1,5,20,1,2,1,3,5,4,5,4,4,3,3,3,2,4,-9,1,1,4,4,2,5,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,2,2,4,4,2,3,6,52,103,4807,2435,115,716,24,525,NA,2024-11-20 15:41:06,1,0,8,8,1,1,0.66
"223",547,NA,NA,"NARQ","interview",2024-11-20 13:24:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,NA,NA,NA,NA,NA,NA,26,NA,2024-11-20 13:24:45,0,0,2,2,0,0,1.33
"224",549,NA,NA,"NARQ","interview",2024-11-20 13:26:21,4,5,3,4,1,1,3,3,3,4,3,4,5,2,3,2,2,4,3,3,3,2,3,1,2,5,23,2,2,3,2,3,3,2,4,2,3,2,3,2,5,2,1,1,4,3,1,5,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,4,3,4,3,3,2,4,3,2,10,15,56,56,35,74,42,14,302,NA,2024-11-20 13:31:23,1,0,8,8,0,0,1.53
"225",552,NA,NA,"NARQ","interview",2024-11-20 14:39:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,NA,NA,NA,NA,NA,NA,37,NA,2024-11-20 14:39:38,0,0,2,2,0,0,0.88
"226",558,NA,NA,"NARQ","interview",2024-11-20 15:48:05,4,5,4,2,5,3,1,4,2,1,3,4,5,5,5,1,1,1,1,1,1,1,2,1,1,4,28,1,2,3,4,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,23,61,96,31,95,NA,NA,318,NA,2024-11-20 16:17:02,0,0,6,6,0,0,1.11
"227",559,NA,NA,"NARQ","interview",2024-11-20 16:02:38,3,5,2,3,5,3,2,2,3,2,4,3,4,3,3,3,3,2,1,2,2,1,2,1,1,5,30,1,2,3,2,1,2,1,4,2,4,2,1,1,4,1,1,1,1,2,1,5,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,3,1,3,3,1,1,4,3,3,3,58,17,224,155,50,110,52,11,677,NA,2024-11-20 16:13:55,1,0,8,8,1,1,0.97
"228",560,NA,NA,"NARQ","interview",2024-11-20 16:40:12,4,4,1,3,2,5,2,2,3,2,3,2,5,3,4,4,4,3,4,4,3,3,3,2,1,4,45,1,1,3,3,2,3,3,4,2,3,2,2,2,5,3,2,1,2,2,1,4,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,3,2,3,3,2,1,3,3,3,2,33,27,111,112,52,135,65,34,569,NA,2024-11-20 16:49:41,1,0,8,8,0,0,0.8
"229",573,NA,NA,"NARQ","interview",2024-11-20 17:02:52,3,4,1,5,4,4,1,2,5,2,2,2,5,3,3,3,3,5,1,2,1,3,4,1,1,5,47,1,1,3,4,1,1,2,6,1,1,1,1,2,3,1,1,1,1,3,1,6,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,3,1,4,4,1,1,4,3,3,3,3,24,322,235,211,544,125,150,1484,NA,2024-11-20 17:29:46,1,0,8,8,1,1,0.71
"230",581,NA,NA,"NARQ","interview",2024-11-20 17:44:40,3,5,5,4,5,3,2,3,3,1,3,2,5,3,4,4,3,3,2,2,2,3,3,1,1,2,47,2,-9,5,3,1,2,2,3,1,5,3,1,2,4,2,3,1,2,2,1,5,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,3,1,4,4,4,1,1,1,2,4,3,21,68,96,89,118,75,14,484,NA,2024-11-20 17:52:44,1,0,8,8,3,2,1.29
"231",584,NA,NA,"NARQ","interview",2024-11-20 18:19:51,2,4,1,4,2,4,2,1,1,1,5,3,5,4,5,2,2,1,1,1,1,2,3,1,1,5,45,1,1,3,4,4,1,1,6,1,5,1,1,1,2,1,1,1,1,1,1,5,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,4,1,4,4,1,4,4,4,2,3,34,24,166,135,52,163,79,33,686,NA,2024-11-20 18:31:17,1,0,8,8,0,0,0.72
"232",586,NA,NA,"NARQ","interview",2024-11-20 19:34:39,3,5,2,5,3,4,1,-9,3,1,5,3,5,3,4,1,1,3,2,2,1,2,1,1,1,2,43,1,1,3,5,-9,2,1,3,1,4,3,1,1,3,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,3,1,3,3,2,2,3,4,3,2,2,21,79,65,30,98,46,10,351,NA,2024-11-20 19:40:30,1,0,8,8,4,4,1.65
"233",589,NA,NA,"NARQ","interview",2024-11-20 20:27:00,2,3,5,5,5,1,3,5,5,1,4,5,3,4,4,1,1,1,1,2,1,1,2,1,1,5,28,1,2,1,2,1,1,1,4,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,4,2,2,3,4,1,4,4,2,17,19,91,67,43,102,77,13,429,NA,2024-11-20 20:34:09,1,0,8,8,0,0,1.15
"234",590,NA,NA,"NARQ","interview",2024-11-20 20:31:30,2,5,2,5,5,4,2,2,3,2,3,1,4,3,4,1,1,2,3,1,1,4,3,1,1,4,29,1,2,3,4,2,1,1,5,1,2,3,1,1,1,1,3,1,1,1,2,4,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,3,2,3,3,1,1,4,4,1,3,10,25,101,102,76,114,71,14,513,NA,2024-11-20 20:40:03,1,0,8,8,1,1,1.01
"235",591,NA,NA,"NARQ","interview",2024-11-20 20:48:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,NA,NA,NA,69,NA,2024-11-20 20:49:26,0,0,2,2,0,0,0.5
"236",593,NA,NA,"NARQ","interview",2024-11-20 20:49:43,3,4,1,5,5,5,2,2,3,3,5,2,4,4,4,3,3,2,2,3,4,4,2,1,1,4,53,1,1,3,4,3,4,3,6,1,5,4,2,2,2,3,5,1,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,26,96,111,55,6634,NA,NA,414,NA,2024-11-20 22:45:12,0,0,6,6,0,0,0.92
"237",594,NA,NA,"NARQ","interview",2024-11-20 20:53:49,3,4,4,5,2,4,1,2,4,3,5,3,5,3,3,4,4,2,2,2,2,4,3,1,1,5,24,1,1,1,5,2,3,1,5,2,4,3,1,1,5,1,1,1,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,25,89,97,70,NA,NA,NA,303,NA,2024-11-20 20:58:52,0,0,5,5,0,0,0.87
"238",595,NA,NA,"NARQ","interview",2024-11-20 21:23:04,3,4,3,4,5,1,4,5,5,1,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,5,31,1,2,5,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,4,1,1,4,4,1,4,4,1,4,13,86,66,35,163,46,10,423,NA,2024-11-20 21:30:07,1,0,8,8,0,0,1.62
"239",596,NA,NA,"NARQ","interview",2024-11-20 21:32:33,4,4,2,4,2,2,3,4,2,2,3,2,4,4,3,4,3,4,2,4,2,4,2,2,2,5,21,1,2,1,5,3,3,2,5,3,2,4,3,3,4,2,4,2,4,3,3,5,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,3,2,3,3,2,2,3,2,2,3,12,23,67,108,87,105,39,49,490,NA,2024-11-20 21:40:44,1,0,8,8,0,0,1
"240",598,NA,NA,"NARQ","interview",2024-11-21 06:21:30,3,5,1,5,5,5,2,1,5,1,3,1,5,5,5,1,1,5,5,1,1,5,5,1,1,5,26,2,2,3,6,6,1,3,6,1,1,6,1,1,6,1,6,1,6,1,6,6,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,4,1,4,4,1,1,4,4,1,4,27,29,119,158,60,184,41,37,655,NA,2024-11-21 06:32:26,1,0,8,8,1,1,0.77
"241",603,NA,NA,"NARQ","interview",2024-11-21 13:26:04,2,5,3,4,1,2,1,3,1,2,3,4,5,4,3,3,2,2,2,3,2,2,1,1,1,5,31,1,2,5,5,2,-9,2,6,1,2,3,1,1,5,2,2,1,1,2,1,5,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,3,1,4,4,1,1,4,1,1,4,4,16,70,100,50,131,304,12,687,NA,2024-11-21 13:37:31,1,0,8,8,3,2,1.33
"242",604,NA,NA,"NARQ","interview",2024-11-21 13:39:57,3,4,4,4,5,3,1,5,5,3,3,4,4,3,4,3,3,3,4,4,2,4,4,1,1,4,20,1,2,1,4,1,3,4,2,5,2,3,3,2,4,1,2,2,3,1,2,5,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,4,2,2,4,3,3,3,3,2,2,25,95,124,59,123,80,25,533,NA,2024-11-21 13:48:50,1,0,8,8,0,0,1.14
"243",607,NA,NA,"NARQ","interview",2024-11-22 11:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,33,NA,NA,NA,NA,NA,NA,69,NA,2024-11-22 11:44:09,0,0,2,2,0,0,0.48
"244",609,NA,NA,"NARQ","interview",2024-11-22 15:51:33,3,3,2,4,3,2,1,1,1,1,4,3,4,4,4,2,2,2,2,3,2,4,2,1,1,4,42,1,2,5,3,2,2,1,6,1,4,4,2,1,4,1,1,1,4,3,1,5,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,4,1,4,3,1,1,4,2,1,4,76,53,133,158,110,140,73,83,826,NA,2024-11-22 16:05:19,1,0,8,8,0,0,0.54
"245",610,NA,NA,"NARQ","interview",2024-11-22 15:59:00,2,4,3,5,5,4,1,5,4,1,5,3,4,3,5,4,4,3,2,4,3,5,5,3,1,5,20,1,2,1,4,5,5,4,6,4,5,5,1,4,3,4,2,1,5,4,3,6,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,3,3,2,3,2,2,2,4,2,3,6,26,66,87,46,112,67,8,418,NA,2024-11-22 16:05:58,1,0,8,8,1,1,1.39
"246",614,NA,NA,"NARQ","interview",2024-11-23 13:05:57,2,4,5,4,5,3,4,4,5,2,3,2,4,3,5,5,5,4,2,3,2,4,5,1,2,4,29,1,2,5,6,3,4,2,5,2,4,4,2,1,4,1,5,2,4,4,3,5,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,3,3,3,4,2,3,4,3,3,2,2,12,47,87,36,89,43,13,329,NA,2024-11-23 13:11:26,1,0,8,8,0,0,1.72
"247",625,NA,NA,"NARQ","interview",2024-11-25 06:28:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,NA,NA,NA,NA,NA,NA,27,NA,2024-11-25 06:28:50,0,0,2,2,0,0,1.38
"248",626,NA,NA,"NARQ","interview",2024-11-25 07:40:43,2,5,3,-9,5,3,1,3,5,2,3,5,5,3,4,3,3,3,3,3,4,3,3,3,2,5,26,1,2,3,3,3,2,2,5,1,5,3,1,1,6,1,1,1,5,5,1,6,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3,37,29,81,550,42,151,55,10,955,NA,2024-11-25 07:56:39,1,0,8,8,1,1,0.95
"249",632,NA,NA,"NARQ","interview",2024-11-25 15:20:38,3,5,3,4,3,4,1,2,1,2,4,4,5,3,4,4,4,5,4,4,2,2,2,1,1,1,51,2,1,1,5,3,5,1,6,1,6,6,1,2,5,1,1,1,6,6,1,6,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,3,2,4,4,3,4,4,3,2,4,34,97,262,340,191,261,542,60,1304,NA,2024-11-25 15:50:26,1,0,8,8,1,1,0.3
"250",633,NA,NA,"NARQ","interview",2024-11-25 19:28:03,4,3,4,5,5,1,2,3,4,3,2,3,4,2,5,3,3,1,2,2,2,2,3,1,1,5,37,1,2,5,3,2,3,1,4,1,4,3,1,1,3,1,2,2,2,1,1,3,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1450,42,108,97,57,170,279,54,819,NA,2024-11-25 20:05:40,1,0,8,8,15,15,0.59
"251",641,NA,NA,"NARQ","interview",2024-11-26 07:18:11,2,4,1,4,2,3,3,2,4,3,4,2,4,2,4,5,5,1,3,5,3,5,5,1,1,5,28,1,2,3,4,1,1,6,4,1,3,4,1,1,4,4,4,1,4,1,1,4,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,3,1,4,4,1,1,4,1,1,3,2,16,131,112,38,104,46,12,461,NA,2024-11-26 07:25:52,1,0,8,8,0,0,1.45
"252",642,NA,NA,"NARQ","interview",2024-11-26 13:17:47,1,3,4,2,5,5,5,4,1,2,5,3,2,5,4,5,4,2,4,3,3,4,5,3,4,4,20,2,2,1,6,6,6,3,6,6,6,6,5,3,1,2,2,2,6,5,4,6,2,2,2,1,1,-9,2,1,2,1,1,2,1,2,1,2,4,1,4,3,1,1,4,1,3,4,6,40,111,103,49,104,47,18,478,NA,2024-11-26 13:25:45,1,0,8,8,1,1,1.13
"253",643,NA,NA,"NARQ","interview",2024-11-26 13:44:09,4,4,3,5,4,3,4,2,5,2,3,3,5,3,3,4,3,2,2,3,1,2,3,1,1,4,21,1,2,1,3,2,3,1,1,3,2,3,3,1,4,1,1,1,2,1,1,3,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,3,2,3,3,2,3,4,3,2,11,14,35,71,95,74,36,3,339,NA,2024-11-26 13:49:48,1,0,8,8,1,1,1.7
"254",647,NA,NA,"NARQ","interview",2024-11-26 15:31:39,2,4,3,4,4,5,1,2,3,3,4,4,5,3,4,3,3,2,1,1,3,3,2,1,1,5,28,1,2,5,4,3,5,1,6,2,4,3,2,1,2,1,1,1,3,2,1,5,1,1,1,2,1,2,1,2,2,-9,2,2,2,1,2,1,4,1,4,4,1,1,4,3,1,4,7,39,216,170,184,328,143,29,1116,NA,2024-11-26 15:50:15,1,0,8,8,3,2,0.64
"255",648,NA,NA,"NARQ","interview",2024-11-26 18:28:25,3,3,3,5,4,2,2,3,4,2,3,2,4,2,4,4,4,5,2,3,3,2,3,2,2,5,21,1,2,1,3,4,4,4,4,5,3,3,4,-9,5,3,2,1,3,4,2,4,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,3,1,3,3,3,2,3,2,2,46,22,85,96,48,146,41,21,505,NA,2024-11-26 18:36:51,1,0,8,8,1,1,0.98
"256",651,NA,NA,"NARQ","interview",2024-11-26 18:29:26,4,5,2,5,5,1,1,5,5,4,2,1,5,1,3,2,2,2,1,4,2,2,5,1,1,5,21,1,2,1,5,1,6,1,6,1,6,3,1,1,5,1,1,1,5,1,1,6,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,3,3,2,3,4,-9,4,3,2,10,21,121,75,46,69,48,21,411,NA,2024-11-26 18:36:18,1,0,8,8,1,1,1.19
"257",652,NA,NA,"NARQ","interview",2024-11-26 18:29:32,5,5,2,5,3,1,1,4,5,3,2,4,5,3,5,3,1,1,1,2,5,2,5,1,3,5,23,1,2,1,1,3,6,1,3,1,6,1,1,1,3,1,1,1,1,3,1,6,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,4,1,2,3,4,2,4,4,1,28,19,68,76,57,88,40,13,389,NA,2024-11-26 18:36:02,1,0,8,8,0,0,1.21
"258",658,NA,NA,"NARQ","interview",2024-11-26 18:35:46,2,1,4,3,4,3,3,4,4,1,2,2,4,4,4,2,2,3,4,2,2,4,3,1,3,4,21,2,2,1,4,3,4,2,3,4,5,3,4,2,3,2,4,1,3,3,3,4,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,3,1,4,4,3,2,3,4,2,4,13,22,71,129,61,103,51,4,454,NA,2024-11-26 18:43:20,1,0,8,8,1,1,1.28
"259",662,NA,NA,"NARQ","interview",2024-11-26 18:38:35,2,3,3,3,4,3,2,3,3,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,28,69,NA,NA,NA,NA,NA,112,NA,2024-11-26 18:40:28,0,0,3,3,0,0,0.96
"260",665,NA,NA,"NARQ","interview",2024-11-26 18:40:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,50,8,NA,NA,NA,NA,NA,70,NA,2024-11-26 18:41:27,0,0,3,3,0,0,1.47
"261",667,NA,NA,"NARQ","interview",2024-11-26 18:41:28,1,5,1,3,5,5,2,1,2,3,5,2,5,3,5,1,1,3,2,1,2,2,2,1,1,4,21,1,2,1,5,3,3,1,6,2,6,4,2,1,1,1,3,1,3,3,2,6,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,4,2,3,3,1,1,3,2,1,4,67,11,62,72,54,133,44,3,446,NA,2024-11-26 18:48:54,1,0,8,8,1,1,1.42
"262",672,NA,NA,"NARQ","interview",2024-11-26 18:55:56,5,5,4,3,5,3,4,2,2,3,4,3,4,4,4,4,3,3,2,2,2,3,2,1,1,2,50,1,2,5,5,3,4,4,5,4,4,5,3,3,5,3,2,1,3,3,1,3,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,4,2,4,4,1,1,4,2,2,4,38,22,102,110,62,143,60,24,561,NA,2024-11-26 19:05:17,1,0,8,8,0,0,0.84
"263",673,NA,NA,"NARQ","interview",2024-11-26 19:02:22,1,5,1,5,2,5,1,2,3,3,4,4,5,4,4,1,1,2,2,2,2,1,1,1,1,4,39,1,2,3,6,6,5,1,4,1,4,5,1,1,4,1,1,1,5,5,1,4,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,3,1,4,4,1,1,4,3,2,4,23,15,73,58,64,158,59,13,463,NA,2024-11-26 19:10:05,1,0,8,8,0,0,1.15
